CD_CLIENTE,CD_UNIDADE,CD_FAZENDA,CD_TALHAO,CD_ZONA,CULTURA,DATA_PLANTIO,DATA_COLHEITA,DELTA_TEMPO,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local,el_nino
36,1,1,19,2,soja,20200928,20210126,120,6,6v85,6v85d,6v85dm,0
457,1,6,121,1,soja,20241221,20250519,149,6,6f4j,6f4ju,6f4jun,0
36,1,1,16,2,soja,20230916,20231222,97,6,6v85,6v85d,6v85dn,1
209,1,10,209,4,soja,20221109,20230304,115,6,6uu4,6uu4m,6uu4mr,-1
182,161,7284,2,2,soja,20251111,20260404,144,6,6vx7,6vx7f,6vx7f5,0
1019,261,64,201,1,soja,20241101,20250318,137,6,6yx0,6yx0m,6yx0mz,0
315,1,1,2,4,soja,20221010,20230220,133,6,6vg1,6vg1q,6vg1qu,-1
1022,1,5,3,3,soja,20221006,20230118,104,6,6vre,6vref,6vref7,-1
24,1,2001,228,1,soja,20201101,20210329,148,6,6uge,6uge8,6uge8e,-1
444,1,1,9,26,soja,20231201,20240425,146,6,6f4x,6f4xg,6f4xg3,1
350,1,35,1,109,soja,20221107,20230331,144,6,6vxn,6vxnn,6vxnnz,-1
177,42,107,11,1,soja,20201214,20210406,113,6,6yr5,6yr5r,6yr5rn,-1
487,1,2,3,7,soja,20241202,20250404,123,6,6vqn,6vqnw,6vqnwt,0
52,1,77,3304,1,soja,20211005,20220201,119,6,6v18,6v18m,6v18m6,-1
457,1,9,146,1,soja,20241229,20250516,138,6,6f4n,6f4nj,6f4nj4,0
27,1,1,3,5,soja,20201104,20210325,141,6,6vzt,6vztv,6vztv8,-1
547,1,18,37,1,soja,20260105,20260506,121,6,6g7n,6g7nf,6g7nfm,0
175,1,1,60,6,soja,20211101,20220301,120,6,6ym3,6ym3c,6ym3cg,-1
221,1,5,54,10,soja,20231102,20240301,120,6,6u03,6u03n,6u03nc,1
221,1,5,54,10,soja,20231102,20240301,120,6,6u03,6u03n,6u03nc,1
390,1,8,2,1,soja,20231124,20240405,133,6,6vjd,6vjdd,6vjdd0,1
436,83,6,69,1,soja,20251008,20260114,98,6,6vzm,6vzm1,6vzm1v,0
436,41,2,54,1,soja,20241018,20250222,127,6,6vze,6vzec,6vzecy,0
30,121,6,140,1,soja,20241017,20250210,116,6,6ywv,6ywvn,6ywvn3,0
444,1,1,11,28,soja,20240102,20240517,136,6,6f4x,6f4xk,6f4xkr,1
42,102,61,14,1,soja,20251125,20260306,101,6,6yrh,6yrh9,6yrh9x,0
444,1,1,14,17,soja,20240102,20240518,137,6,6f4x,6f4xe,6f4xej,1
175,1,1,10,1,soja,20201126,20210322,116,6,6ym3,6ym3f,6ym3f5,-1
278,1,18,5,13,soja,20231130,20240313,104,6,6y7s,6y7sr,6y7srs,1
1019,81,83,234,1,soja,20241013,20250227,137,6,6udw,6udw4,6udw4e,0
42,1,1102,94,1,soja,20231116,20240312,117,6,6yxb,6yxb5,6yxb5p,1
331,41,1,41,1,soja,20221112,20230214,94,6,6gcw,6gcwk,6gcwke,-1
1019,361,22,123,1,soja,20231218,20240403,107,6,6ype,6ypeu,6ypeus,1
253,1,3,6,3,soja,20221120,20230312,112,6,6yrg,6yrgt,6yrgth,-1
1019,381,93,236,2,soja,20240110,20240410,91,6,6vxk,6vxkm,6vxkmv,1
1019,521,500,3,1,soja,20251023,20260301,129,6,6vf7,6vf7s,6vf7s3,0
221,62,21,2,1,soja,20231109,20240330,142,6,6u95,6u955,6u9556,1
175,1,1,9,1,soja,20201030,20210227,120,6,6ym3,6ym3c,6ym3cg,-1
39,1,15,13,3,soja,20211220,20220506,137,6,6dxh,6dxhw,6dxhw6,-1
52,1,109,505,2,soja,20211205,20220404,120,6,6ucz,6uczf,6uczf0,-1
42,81,21,18,1,soja,20251201,20260223,84,6,6yy1,6yy13,6yy132,0
27,1,1,41,1,soja,20221106,20230402,147,6,6vzt,6vztm,6vztmm,-1
436,83,6,86,1,soja,20251014,20260209,118,6,6vzm,6vzm2,6vzm2f,0
392,61,20,9,1,soja,20250923,20260210,140,6,6gsm,6gsms,6gsms3,0
547,1,4,8,1,soja,20251218,20260507,140,6,6g7n,6g7n8,6g7n81,0
277,1,1,15,2,soja,20221104,20230312,128,6,6vz8,6vz86,6vz863,-1
221,1,6,58,11,soja,20231213,20240401,110,6,6u02,6u02z,6u02z1,1
278,1,18,3,10,soja,20221019,20230213,117,6,6y7g,6y7gc,6y7gce,-1
320,1,1,21,1,soja,20231010,20240207,120,7,7h0w,7h0wk,7h0wkz,1
1019,421,74,183,1,soja,20231008,20240116,100,6,6tqz,6tqzn,6tqznk,1
221,61,16,226,8,soja,20231208,20240405,119,6,6v0c,6v0cz,6v0cz9,1
400,1,11,6,1,soja,20241004,20250206,125,6,6tz8,6tz84,6tz84d,0
221,41,25,23,25,soja,20231012,20240209,120,6,6u07,6u07s,6u07sj,1
221,41,25,23,25,soja,20231012,20240209,120,6,6u07,6u07s,6u07sj,1
350,1,39,1,406,soja,20251129,20260415,137,6,6vxm,6vxmu,6vxmun,0
10,161,5,16,1,soja,20221114,20230315,121,6,6tys,6tys2,6tys28,-1
52,1,94,1430,3,soja,20211107,20220311,124,6,6ucx,6ucxp,6ucxp5,-1
299,1,7,6,1,soja,20221010,20230201,114,6,6y22,6y22n,6y22nb,-1
1019,381,93,510,5,soja,20231010,20240130,112,6,6vxu,6vxub,6vxub5,1
42,1,1102,141,1,soja,20231207,20240405,120,6,6yxb,6yxb1,6yxb13,1
253,1,3,5,1,soja,20221202,20230320,108,6,6yrg,6yrgw,6yrgwt,0
184,1,1,16,1,soja,20201123,20210324,121,6,6yx9,6yx9x,6yx9x1,-1
1019,521,500,10,1,soja,20251022,20260219,120,6,6vf7,6vf7f,6vf7ft,0
127,1,4,139,4,soja,20251128,20260420,143,6,6vnz,6vnz0,6vnz0t,0
299,1,3,3,1,soja,20220929,20230119,112,6,6y0x,6y0x8,6y0x85,-1
1019,543,11,316,2,soja,20251105,20260305,120,6,6yk0,6yk0h,6yk0hd,0
52,1,100,4911,3,soja,20201201,20210405,125,6,6ucx,6ucxt,6ucxty,-1
15,1,1,2,10,soja,20201108,20210328,140,6,6vx7,6vx7h,6vx7hs,-1
15,1,1,1,5,soja,20201203,20210428,146,6,6vx6,6vx69,6vx69k,-1
52,1,14,412,3,soja,20201109,20210317,128,6,6ucx,6ucxr,6ucxrc,-1
436,41,2,96,1,soja,20241120,20250203,75,6,6vz7,6vz7y,6vz7yc,0
221,61,26,256,27,soja,20231115,20240409,146,6,6v0c,6v0cq,6v0cq7,1
221,41,25,97,25,soja,20231203,20240324,112,6,6u07,6u07k,6u07ks,1
52,1,86,829,1,soja,20211106,20220226,112,6,6v1b,6v1bs,6v1bst,-1
10,101,2,27,2,soja,20201114,20210213,91,6,6trh,6trh8,6trh89,-1
232,1,2,1,9,soja,20211017,20220118,93,6,6vbj,6vbju,6vbju0,-1
52,1,51,479,2,soja,20211117,20220404,138,6,6ucz,6ucz3,6ucz32,-1
1019,321,46,106,1,soja,20231027,20240301,126,6,6vxm,6vxmm,6vxmmp,1
52,1,33,302,2,soja,20201102,20210310,128,6,6v18,6v18n,6v18n1,-1
52,1,22,212,3,soja,20211124,20220303,99,6,6ucx,6ucxw,6ucxwf,-1
444,1,1,2,33,soja,20251217,20260505,139,6,6f4x,6f4xe,6f4xev,0
1019,381,93,132,1,soja,20231122,20240402,132,6,6vxs,6vxs0,6vxs00,1
209,1,10,204,4,soja,20231016,20240221,128,6,6uu4,6uu4k,6uu4ky,1
52,1,57,614,2,soja,20201221,20210410,110,6,6ucz,6ucz8,6ucz8v,-1
379,1,2002,6,1,soja,20231108,20240306,119,7,7jds,7jds6,7jds61,1
239,1,1,41,2,soja,20211006,20220126,112,6,6y11,6y11z,6y11zx,-1
221,61,16,218,8,soja,20231122,20240313,112,6,6v11,6v11b,6v11b0,1
352,1,2,45,2,soja,20221119,20230417,149,7,7h0x,7h0xj,7h0xj8,-1
1019,381,93,235,2,soja,20240110,20240410,91,6,6vxk,6vxkm,6vxkms,1
1019,201,62,94,1,soja,20231003,20240120,109,6,6tx0,6tx0k,6tx0kb,1
1019,201,62,94,1,soja,20231003,20240120,109,6,6tx0,6tx0k,6tx0kb,1
179,1,1,30,1,soja,20201201,20210412,132,7,7n84,7n84e,7n84e5,-1
1019,181,44,101,2,soja,20241104,20250309,125,6,6vfd,6vfdz,6vfdzk,0
232,1,1,4,6,soja,20210924,20220106,104,6,6vbt,6vbtm,6vbtm3,0
350,1,35,1,117,soja,20221111,20230406,146,6,6vxn,6vxnn,6vxnnz,-1
1019,1,72,131,1,soja,20231011,20240127,108,6,6tw0,6tw0e,6tw0ec,1
1019,281,17,134,1,soja,20251202,20260224,84,6,6vx3,6vx3n,6vx3nd,0
392,41,21,10,1,soja,20241105,20250304,119,6,6ywk,6ywk8,6ywk8x,0
1019,141,8,53,1,soja,20231028,20240205,100,6,6yqw,6yqwt,6yqwtj,1
52,1,51,487,4,soja,20201118,20210405,138,6,6ucz,6ucz3,6ucz31,-1
52,1,99,4002,1,soja,20201121,20210321,120,6,6v1c,6v1cq,6v1cqh,-1
52,1,62,635,4,soja,20201114,20210323,129,6,6ucz,6ucz6,6ucz67,-1
10,101,2,20,2,soja,20201101,20210311,130,6,6trh,6trh9,6trh93,-1
500,1,1,3,3,soja,20251103,20260226,115,6,6v80,6v80s,6v80s7,0
403,1,4,5,1,soja,20240503,20240920,140,6,6yhe,6yhe3,6yhe39,0
221,41,25,82,25,soja,20231012,20240218,129,6,6u07,6u07q,6u07q1,1
175,1,1,29,1,soja,20201113,20210326,133,6,6ym3,6ym33,6ym33z,-1
466,1,1,14,1,soja,20241122,20250305,103,6,6yxb,6yxby,6yxbyx,0
1019,321,46,135,1,soja,20231228,20240423,117,6,6vxm,6vxmv,6vxmv7,1
393,41,2,2,1,soja,20231022,20240209,110,6,6v2t,6v2ty,6v2ty3,1
360,61,572302,1614102,572802,soja,20231005,20240205,123,6,6ucq,6ucqk,6ucqk1,1
209,1,2,146,1,soja,20221103,20230301,118,6,6uu5,6uu50,6uu508,-1
466,1,1,14,1,soja,20241122,20250305,103,6,6yxb,6yxby,6yxbyx,0
460,41,1,7,23,soja,20240926,20250121,117,6,6vxh,6vxhy,6vxhym,0
327,41,401,5,3,soja,20240104,20240401,88,6,6yrf,6yrfh,6yrfhf,1
436,61,3,2,1,soja,20240924,20250203,132,6,6vzx,6vzx1,6vzx19,0
36,1,1,81,3,soja,20201103,20210311,128,6,6v85,6v85f,6v85fh,-1
238,61,1,306,3,soja,20211130,20220319,109,6,6trm,6trmx,6trmxe,-1
238,61,1,306,3,soja,20211130,20220319,109,6,6trm,6trmx,6trmxe,-1
51,1,12,10,1,soja,20211024,20220312,139,6,6vzq,6vzq1,6vzq1m,-1
444,1,1,1,17,soja,20240102,20240518,137,6,6f4x,6f4xu,6f4xu4,1
278,1,18,13,2,soja,20221219,20230413,115,6,6y7s,6y7sz,6y7szf,0
52,1,14,415,3,soja,20201108,20210316,128,6,6ucx,6ucxr,6ucxru,-1
1019,241,2,52,1,soja,20231014,20240217,126,6,6vn5,6vn5d,6vn5dd,1
468,1,1,10,1,soja,20241213,20250319,96,6,6ykx,6ykx7,6ykx7z,0
1019,221,39,219,2,soja,20231022,20240217,118,6,6tzw,6tzwx,6tzwxp,1
403,1,4,7,1,soja,20240506,20240908,125,6,6yhe,6yhe3,6yhe3f,0
1019,181,44,27,1,soja,20231102,20240306,125,6,6vfe,6vfep,6vfepe,1
323,41,44940,18,1,soja,20221001,20230305,155,6,6udq,6udqh,6udqhy,-1
413,1,2,3,1,soja,20230919,20231226,98,6,6vbj,6vbju,6vbjud,1
238,61,1,249,2,soja,20211210,20220405,116,6,6trt,6trt8,6trt85,-1
323,1,5553,9,1,soja,20231115,20240401,138,6,6udw,6udwj,6udwj8,1
374,42,1,31,9,soja,20251124,20260316,112,6,6yxr,6yxrq,6yxrq4,0
413,1,2,2,4,soja,20230925,20240118,115,6,6vbj,6vbju,6vbju3,1
52,1,4,10,1,soja,20201022,20210225,126,6,6v18,6v18r,6v18rz,-1
52,1,9,84,1,soja,20201023,20210301,129,6,6v18,6v18q,6v18qf,-1
260,1,1,2,3,soja,20211201,20220403,123,6,6tt7,6tt7v,6tt7v6,-1
436,61,3,2,1,soja,20240924,20250203,132,6,6vzx,6vzx1,6vzx19,0
1019,241,2,20,1,soja,20241118,20250312,114,6,6vn5,6vn5p,6vn5p8,0
436,82,5,168,1,soja,20251102,20260206,96,6,6vxx,6vxxh,6vxxh2,0
232,1,1,1,5,soja,20210926,20220124,120,6,6vbt,6vbtm,6vbtmg,0
52,1,62,633,2,soja,20211123,20220325,122,6,6ucz,6ucz6,6ucz6t,-1
52,1,51,479,4,soja,20201116,20210401,136,6,6ucz,6ucz3,6ucz32,-1
1019,141,8,18,1,soja,20231021,20240311,142,6,6yqw,6yqwt,6yqwtx,1
42,1,1102,138,1,soja,20231130,20240315,106,6,6yxb,6yxb0,6yxb0v,1
27,1,1,28,5,soja,20201116,20210403,138,6,6vzt,6vztk,6vztkf,-1
1022,1,5,50001,50001,soja,20221108,20230309,121,6,6vre,6vref,6vrefh,-1
240,1,1,4,1,soja,20231220,20240419,121,7,7nb3,7nb3m,7nb3m0,1
1019,421,74,189,1,soja,20231011,20240111,92,6,6tqz,6tqzm,6tqzmr,1
36,1,1,2,1,soja,20201112,20210322,130,6,6v8h,6v8hh,6v8hhh,-1
27,1,1,24,5,soja,20201117,20210406,140,6,6vzt,6vztm,6vztms,-1
49,2,2,7,11,soja,20231023,20240225,125,6,6vfg,6vfg4,6vfg4d,1
1019,261,64,59,1,soja,20241101,20250306,125,6,6yx0,6yx0q,6yx0qh,0
1019,261,64,59,1,soja,20241101,20250306,125,6,6yx0,6yx0q,6yx0qh,0
253,1,1,4,8,soja,20221126,20230412,137,6,6yrf,6yrfh,6yrfhj,-1
1019,401,77,117,1,soja,20230919,20240106,109,6,6v82,6v826,6v826v,1
392,61,20,27,1,soja,20250919,20260201,135,6,6gsm,6gsmk,6gsmkx,0
1019,381,93,147,1,soja,20231013,20240206,116,6,6vxs,6vxs1,6vxs1j,1
238,61,1,45,2,soja,20211121,20220319,118,6,6trm,6trmr,6trmrq,-1
179,1,1,21,1,soja,20201201,20210419,139,7,7n84,7n847,7n847v,-1
232,1,2,6,13,soja,20211024,20220221,120,6,6vbj,6vbjd,6vbjdy,-1
279,1,1,12,3,soja,20221118,20230325,127,6,6vnk,6vnk6,6vnk6r,-1
255,61,2,811,80,soja,20231205,20240415,132,6,6tsq,6tsqg,6tsqgv,1
52,1,996,2909,4,soja,20201013,20210209,119,6,6ufp,6ufp3,6ufp3v,-1
176,1,8,807,1,soja,20211110,20220320,130,6,6ubu,6ubux,6ubuxk,-1
176,1,8,807,1,soja,20211110,20220320,130,6,6ubu,6ubux,6ubuxk,-1
1019,141,8,3,1,soja,20231007,20240229,145,6,6yqx,6yqxj,6yqxjz,1
15,41,2,10,3,soja,20221019,20230224,128,6,6vxv,6vxvu,6vxvuc,-1
1019,381,93,326,3,soja,20241109,20250307,118,6,6vxm,6vxmn,6vxmnu,0
425,41,2,12,2,soja,20231002,20240224,145,6,6tmy,6tmy9,6tmy9r,1
1019,141,8,75,1,soja,20231014,20240311,149,6,6yqx,6yqxj,6yqxjx,1
52,1,116,5700,3,soja,20211207,20220414,128,6,6ucx,6ucx7,6ucx7c,-1
350,1,35,4,115,soja,20221110,20230401,142,6,6vxn,6vxnx,6vxnxf,-1
277,1,1,3,2,soja,20221106,20230316,130,6,6vz8,6vz86,6vz86f,-1
184,1,1,7,1,soja,20201201,20210411,131,6,6yx9,6yx9k,6yx9kq,-1
436,61,3,6,1,soja,20241003,20250205,125,6,6vzx,6vzx1,6vzx14,0
299,1,5,10,1,soja,20220927,20230114,109,6,6y22,6y22n,6y22n7,-1
239,1,1,31,1,soja,20211013,20220210,120,6,6y11,6y11z,6y11z2,-1
51,1,12,4,1,soja,20211021,20220306,136,6,6vzq,6vzq1,6vzq15,-1
1019,441,70,230,1,soja,20231025,20240217,115,6,6wpc,6wpch,6wpchq,1
52,1,82,708,2,soja,20201107,20210311,124,6,6v1b,6v1b0,6v1b0s,-1
1019,1,72,44,2,soja,20231101,20240118,78,6,6ttb,6ttby,6ttby4,1
1019,381,93,410,4,soja,20231226,20240420,116,6,6vxt,6vxt0,6vxt08,1
30,121,6,4,1,soja,20241104,20250226,114,6,6ywu,6ywux,6ywuxj,0
52,1,11,35,3,soja,20201121,20210326,125,6,6ucx,6ucxq,6ucxqp,-1
52,1,15,427,2,soja,20201205,20210325,110,6,6ucx,6ucxx,6ucxxx,-1
436,83,6,76,1,soja,20251007,20260112,97,6,6vzm,6vzm3,6vzm3q,0
52,1,51,484,2,soja,20221126,20230401,126,6,6ucz,6ucz0,6ucz0q,-1
1019,141,8,14,1,soja,20231006,20240302,148,6,6yqx,6yqxj,6yqxj9,1
42,61,20,39,1,soja,20241111,20250223,104,7,7n8d,7n8d6,7n8d68,0
42,61,20,39,1,soja,20241111,20250223,104,7,7n8d,7n8d6,7n8d68,0
221,41,25,45,25,soja,20231116,20240303,108,6,6u07,6u07t,6u07tr,1
436,83,6,68,1,soja,20251022,20260213,114,6,6vzm,6vzm9,6vzm9b,0
374,1,1,6,10,soja,20251121,20260407,137,6,6yx6,6yx6x,6yx6xr,0
360,41,421147202,5994160702,584575102,soja,20241102,20250308,126,6,6y5u,6y5uc,6y5uc5,0
392,41,21,14,2,soja,20241206,20250403,118,6,6ywh,6ywhr,6ywhry,0
179,1,1,24,1,soja,20201125,20210303,98,7,7n84,7n841,7n841g,-1
444,1,1,2,28,soja,20240107,20240518,132,6,6f4x,6f4xe,6f4xev,1
177,61,5,2,1,soja,20221107,20230220,105,6,6ywb,6ywbr,6ywbr8,-1
327,1,402,65,1,soja,20221005,20230128,115,6,6vrx,6vrxm,6vrxm8,-1
444,1,1,1,12,soja,20250107,20250504,117,6,6f4x,6f4xu,6f4xu4,0
1019,161,18,118,2,soja,20231002,20240115,105,6,6vzs,6vzsc,6vzsc5,1
444,1,1,7,26,soja,20231201,20240424,145,6,6f4x,6f4xs,6f4xs7,1
1019,441,70,116,1,soja,20231013,20240123,102,6,6wpb,6wpbr,6wpbrd,1
286,1,1,3,1,soja,20220929,20230123,116,6,6ttg,6ttge,6ttge5,-1
52,1,56,608,3,soja,20221023,20230301,129,6,6ucz,6uczb,6uczbe,-1
52,1,51,481,2,soja,20221128,20230326,118,6,6ucz,6ucz0,6ucz0d,-1
1019,261,64,43,1,soja,20231116,20240307,112,6,6yrn,6yrnz,6yrnzn,1
221,1,6,58,11,soja,20231213,20240401,110,6,6u02,6u02z,6u02z1,1
390,1,2,10,1,soja,20231121,20240318,118,6,6vjd,6vjd5,6vjd59,1
42,61,20,41,1,soja,20241207,20250302,85,7,7n8d,7n8d3,7n8d3f,0
425,41,2,2,1,soja,20231023,20240308,137,6,6tmy,6tmyc,6tmycs,1
413,1,2,2,9,soja,20231015,20240127,104,6,6vbj,6vbju,6vbju3,1
444,1,1,21,18,soja,20231129,20240505,158,6,6f4x,6f4xd,6f4xdv,1
444,1,1,15,17,soja,20231230,20240517,139,6,6f4x,6f4xs,6f4xsw,1
42,81,21,21,1,soja,20251119,20260226,99,6,6yy1,6yy11,6yy11n,0
398,1,1,7,3,soja,20231213,20240416,125,6,6vs0,6vs06,6vs06g,1
374,1,3,8,3,soja,20251201,20260411,131,6,6yx6,6yx6v,6yx6vb,0
52,1,17,88,3,soja,20221101,20230226,117,6,6v1b,6v1b0,6v1b02,-1
239,41,2,22,1,soja,20221108,20230404,147,6,6y03,6y03j,6y03j7,-1
1019,161,18,410,1,soja,20231103,20240301,119,6,6vzn,6vznx,6vznxy,1
221,41,25,83,25,soja,20231013,20240220,130,6,6u07,6u07q,6u07q2,1
1019,381,93,136,1,soja,20231004,20240123,111,6,6vxk,6vxkp,6vxkp6,1
27,1,1,46,2,soja,20221107,20230309,122,6,6vzw,6vzw4,6vzw4c,-1
367,61,1,5,1,soja,20240916,20250101,107,6,6v8m,6v8m1,6v8m1h,0
52,1,113,5654,4,soja,20201127,20210414,138,6,6ucy,6ucyc,6ucyce,-1
350,1,35,2,116,soja,20221123,20230408,136,6,6vxq,6vxq2,6vxq2d,-1
52,1,51,486,2,soja,20211126,20220411,136,6,6ucz,6ucz2,6ucz2b,-1
1019,181,44,21,1,soja,20231105,20240306,122,6,6vfd,6vfdy,6vfdyy,1
4,2,2,35,4,soja,20201018,20210203,108,6,6vb6,6vb68,6vb68f,-1
1019,421,74,178,1,soja,20231005,20240116,103,6,6tqz,6tqzn,6tqznj,1
52,1,101,5118,3,soja,20201207,20210402,116,6,6ucx,6ucxk,6ucxkt,-1
42,1,1102,122,1,soja,20231119,20240325,127,6,6yx8,6yx8e,6yx8ec,1
1019,221,39,217,1,soja,20241101,20250303,122,6,6tzw,6tzwx,6tzwxx,0
367,61,1,4,2,soja,20241024,20250218,117,6,6v8m,6v8m0,6v8m0s,0
278,1,18,2,6,soja,20221025,20230302,128,6,6y7s,6y7sr,6y7srv,-1
232,1,3,1,5,soja,20211023,20220209,109,6,6tzy,6tzyk,6tzykt,-1
1022,1,25,2500,901,soja,20251109,20260414,156,6,6vru,6vrud,6vrud2,0
232,1,2,2,5,soja,20211007,20220115,100,6,6vbj,6vbju,6vbju3,-1
221,61,16,227,8,soja,20231201,20240401,122,6,6v0c,6v0cz,6v0czc,1
52,1,115,5690,1,soja,20201119,20210326,127,6,6v1c,6v1ck,6v1ckb,-1
436,41,2,11,1,soja,20241113,20250207,86,6,6vzk,6vzkr,6vzkrb,0
1019,542,4,230,2,soja,20251119,20260409,141,6,6yrj,6yrju,6yrju0,0
360,61,572302,1614502,572802,soja,20231002,20240207,128,6,6ucq,6ucq7,6ucq7g,1
374,1,1,16,10,soja,20251021,20260226,128,6,6yxd,6yxd2,6yxd28,0
27,1,1,201,3,soja,20231214,20240319,96,6,6vzt,6vzt7,6vzt7x,1
27,1,1,23,3,soja,20201126,20210417,142,6,6vzt,6vztx,6vztxr,-1
27,1,1,23,3,soja,20201126,20210417,142,6,6vzt,6vztx,6vztxr,-1
313,41,1,2,4,soja,20241123,20250313,110,6,6udv,6udvz,6udvzz,0
221,41,25,80,25,soja,20231013,20240220,130,6,6u07,6u07q,6u07q4,1
1019,461,68,130,1,soja,20231108,20240201,85,6,6v88,6v885,6v885d,1
27,1,1,241,3,soja,20231104,20240322,139,6,6vzt,6vztm,6vztme,1
27,1,1,10,5,soja,20201117,20210329,132,6,6vzt,6vztw,6vztwd,-1
27,1,1,10,5,soja,20201117,20210329,132,6,6vzt,6vztw,6vztwd,-1
436,81,4,103,3,soja,20251007,20260201,117,6,6yxf,6yxfj,6yxfjz,0
367,61,1,12,2,soja,20241015,20250207,115,6,6v8m,6v8m1,6v8m1h,0
253,1,3,22,3,soja,20211125,20220326,121,6,6yru,6yrun,6yrunc,-1
1019,181,44,32,1,soja,20231101,20240301,121,6,6vfe,6vfer,6vfere,1
221,61,16,219,8,soja,20231122,20240319,118,6,6v11,6v11b,6v11b3,1
27,1,1,21,5,soja,20201120,20210331,131,6,6vzt,6vztr,6vztrj,-1
392,41,21,13,2,soja,20241118,20250422,155,6,6ywk,6ywk2,6ywk2j,0
1019,201,62,147,2,soja,20241010,20250127,109,6,6tx2,6tx23,6tx237,0
315,1,1,1,10,soja,20221006,20230130,116,6,6vf8,6vf8n,6vf8ne,-1
52,1,113,5652,2,soja,20211201,20220404,124,6,6ucy,6ucyc,6ucyc7,-1
175,61,3,8,1,soja,20211202,20220228,88,6,6ykc,6ykc5,6ykc5m,-1
52,1,94,1400,3,soja,20201209,20210410,122,6,6ucw,6ucwt,6ucwt5,-1
221,41,25,66,25,soja,20231018,20240221,126,6,6u07,6u07w,6u07wc,1
52,1,996,2904,4,soja,20201015,20210203,111,6,6ufp,6ufp1,6ufp1n,-1
444,1,1,48,3,soja,20251128,20260503,156,6,6f4x,6f4xu,6f4xus,0
320,1,1,10,1,soja,20221010,20230225,138,7,7h0w,7h0ws,7h0wsd,-1
1019,181,44,40,1,soja,20231030,20240218,111,6,6vfe,6vfex,6vfexf,1
175,62,2,11,1,soja,20211020,20220214,117,6,6yk9,6yk9s,6yk9s1,-1
175,62,2,11,1,soja,20211020,20220214,117,6,6yk9,6yk9s,6yk9s1,-1
240,1,1,37,1,soja,20251228,20260501,124,7,7nb3,7nb3w,7nb3ws,0
239,1,1,24,1,soja,20211013,20220206,116,6,6y11,6y11x,6y11xn,-1
42,102,61,3,1,soja,20251211,20260404,114,6,6yrh,6yrhb,6yrhb9,0
361,41,2,419,2,soja,20221129,20230406,128,6,6vxd,6vxd0,6vxd0j,-1
289,41,1,4,3,soja,20221116,20230326,130,6,6vz3,6vz3u,6vz3u2,-1
51,1,8,18,1,soja,20201101,20210308,127,6,6vzk,6vzk3,6vzk3k,-1
52,1,52,3202,4,soja,20201126,20210409,134,6,6ucy,6ucyc,6ucycr,-1
327,1,402,21,1,soja,20221018,20230214,119,6,6vrw,6vrwe,6vrwec,-1
458,1,1,7,1,soja,20241019,20250219,123,6,6ugk,6ugkk,6ugkkx,0
52,1,89,1207,1,soja,20221024,20230306,133,6,6ucz,6uczb,6uczbk,-1
384,1,1,23,1,soja,20231020,20240226,129,6,6tmy,6tmy3,6tmy3h,1
1019,141,8,44,1,soja,20231113,20240201,80,6,6yqw,6yqwy,6yqwys,1
184,1,1,6,1,soja,20201127,20210410,134,6,6yx9,6yx9k,6yx9ku,-1
1019,241,2,104,2,soja,20231117,20240320,124,6,6vjf,6vjfj,6vjfjk,1
436,82,5,170,1,soja,20250926,20260125,121,6,6vxx,6vxxj,6vxxj7,0
393,1,1,23,2,soja,20230329,20230803,127,6,6v0x,6v0x3,6v0x3q,0
1019,301,10,54,1,soja,20231118,20240408,142,6,6vx5,6vx5w,6vx5wz,1
1019,421,74,130,1,soja,20231011,20240213,125,6,6tqz,6tqzt,6tqztc,1
282,1,1,101,2,soja,20221115,20230220,97,6,6vn7,6vn70,6vn708,-1
350,1,39,4,407,soja,20251124,20260419,146,6,6vxm,6vxmu,6vxmuv,0
52,1,56,608,2,soja,20201113,20210325,132,6,6ucz,6uczb,6uczbe,-1
401,1,2,1,2,soja,20251122,20260501,160,6,6zmq,6zmqf,6zmqft,0
374,1,3,5,3,soja,20221206,20230424,139,6,6yx6,6yx6v,6yx6v5,0
42,1,1102,198,1,soja,20231218,20240401,105,6,6yx8,6yx8s,6yx8s8,1
1019,381,93,233,2,soja,20241119,20250403,135,6,6vxs,6vxsb,6vxsb8,0
52,1,101,5111,3,soja,20201207,20210404,118,6,6ucx,6ucxh,6ucxhs,-1
330,1,88,12,1,soja,20230104,20230514,130,6,6f68,6f68k,6f68ke,0
436,83,6,88,1,soja,20251023,20260201,101,6,6vzm,6vzm9,6vzm9g,0
221,1,7,71,20,soja,20231208,20240403,117,6,6u02,6u02x,6u02xw,1
1019,381,93,319,3,soja,20241110,20250319,129,6,6vxk,6vxky,6vxkyx,0
52,1,107,4527,1,soja,20201102,20210313,131,6,6v1c,6v1cb,6v1cbj,-1
1019,161,18,207,1,soja,20231222,20240409,109,6,6vzj,6vzjx,6vzjxw,1
327,1,402,50,1,soja,20221004,20230126,114,6,6vrw,6vrwv,6vrwvf,-1
1019,261,64,34,1,soja,20231204,20240312,99,6,6yrp,6yrpq,6yrpqm,1
52,1,4,5,1,soja,20201021,20210219,121,6,6v18,6v18r,6v18r9,-1
350,1,35,3,123,soja,20221113,20230409,147,6,6vxq,6vxq3,6vxq3h,-1
426,1,1,2,1,soja,20231202,20240408,128,7,7n84,7n84c,7n84c9,1
